Review Date,Country of Bean Origin,Cocoa Percent,Rating
2021,Peru,0.7,3.5
2021,Peru,0.8,3.25
2021,Brazil,0.72,3.25
2021,Mexico,0.72,2.75
2021,Bolivia,0.72,2.75
2016,Blend,0.75,3.25
2018,Haiti,0.75,2.75
2022,Haiti,0.65,2.75
2012,Vietnam,0.76,3.5
2012,Vietnam,0.72,3.5
2012,Vietnam,0.7,3.5
2012,Vietnam,0.78,3.5
2012,Vietnam,0.74,3.5
2012,Vietnam,0.8,3.0
2013,Vietnam,0.75,3.5
2015,Vietnam,0.7,3.75
2015,Vietnam,0.68,3.5
2015,Vietnam,0.85,3.25
2018,Vietnam,0.75,3.5
2010,Ghana,0.65,3.5
2010,Nigeria,0.65,3.25
2010,Costa Rica,0.65,3.0
2010,Ivory Coast,0.65,3.0
2013,Dominican Republic,0.89,2.5
2013,Dominican Republic,0.74,2.25
2016,Colombia,0.74,3.25
2016,Haiti,0.82,3.0
2016,Bolivia,0.76,2.75
2010,Dominican Republic,0.7,3.25
2010,Venezuela,0.75,3.0
2010,Venezuela,0.81,2.75
2011,Dominican Republic,0.74,3.75
2011,Blend,0.72,3.5
2011,Belize,0.7,3.5
2011,Dominican Republic,0.73,3.25
2011,Venezuela,0.76,3.0
2011,Venezuela,0.7,3.0
2011,Peru,0.75,3.0
2011,Venezuela,0.81,2.75
2011,Papua New Guinea,0.71,2.75
2012,Blend,0.73,3.5
2012,Venezuela,0.73,2.75
2012,Blend,0.72,2.5
2014,Blend,0.75,3.75
2015,Tanzania,0.74,3.25
2015,Guatemala,0.76,3.0
2013,Madagascar,0.68,4.0
2013,Papua New Guinea,0.74,4.0
2013,Blend,0.7,3.75
2013,Vanuatu,0.72,3.5
2021,U.S.A.,0.7,3.5
2014,Peru,0.63,3.5
2014,Belize,0.7,3.25
2014,Dominican Republic,0.7,3.25
2014,Peru,0.82,3.25
2020,Madagascar,0.65,3.25
2020,U.S.A.,0.7,3.0
2020,Vietnam,0.75,3.0
2016,Dominican Republic,0.72,3.0
2024,Peru,0.7,3.0
2024,Madagascar,0.72,3.5
2020,Belize,0.7,3.25
2020,Guatemala,0.7,2.5
2023,Tanzania,0.7,3.5
2023,Madagascar,0.75,3.0
2023,Vietnam,0.7,3.0
2014,Dominican Republic,0.7,3.5
2014,Belize,0.7,3.0
2014,Nicaragua,0.7,3.0
2014,Venezuela,0.7,2.75
2014,Bolivia,0.7,2.5
2019,Philippines,0.7,3.25
2019,Tanzania,0.7,3.25
2019,Dominican Republic,0.7,2.75
2019,Ecuador,0.85,2.5
2024,Madagascar,0.74,3.5
2012,Madagascar,0.8,2.5
2012,Madagascar,0.72,2.5
2022,Honduras,0.72,2.5
2014,Honduras,0.7,3.5
2014,Nicaragua,0.8,3.5
2014,Honduras,0.8,3.25
2014,Nicaragua,0.7,3.25
2015,El Salvador,0.7,3.0
2015,El Salvador,0.8,2.75
2018,Brazil,0.75,2.5
2024,Mexico,0.75,3.5
2014,Madagascar,0.72,3.5
2014,Brazil,0.7,3.0
2018,Solomon Islands,0.67,3.75
2018,Solomon Islands,0.72,3.25
2015,Blend,0.7,3.5
2018,Peru,0.7,3.5
2022,Peru,0.72,3.0
2023,Peru,0.7,3.25
2023,Peru,0.72,3.25
2024,Peru,0.7,3.75
2006,Dominican Republic,0.67,3.75
2006,Madagascar,0.65,3.75
2006,Papua New Guinea,0.64,3.75
2006,Sao Tome,0.7,3.0
2006,Blend,0.6,2.0
2006,Blend,0.85,2.0
2006,Blend,0.99,2.0
2007,Venezuela,0.66,3.5
2007,Sao Tome,0.67,3.5
2012,Mexico,0.66,3.75
2017,Colombia,0.69,3.25
2019,Guatemala,0.7,3.5
2019,Brazil,0.7,3.0
2012,Indonesia,0.7,2.5
2012,Bolivia,0.75,2.0
2012,Blend,0.65,1.5
2013,Belize,0.8,3.25
2013,Dominican Republic,0.75,2.5
2015,Dominican Republic,0.75,3.75
2015,Venezuela,0.75,3.75
2015,Belize,0.8,3.5
2015,Trinidad,0.7,3.5
2015,Nicaragua,0.7,3.5
2015,Tanzania,0.75,3.25
2018,Belize,0.7,3.5
2018,India,0.7,3.25
2018,Peru,0.7,3.25
2018,Dominican Republic,0.7,3.0
2012,Ecuador,0.7,3.5
2013,Ecuador,0.7,2.5
2019,Ecuador,0.7,3.0
2019,India,0.74,3.0
2019,Brazil,0.76,3.0
2021,India,0.74,3.0
2021,Tanzania,0.9,3.0
2021,Panama,0.75,2.75
2018,Peru,0.7,3.75
2018,Madagascar,0.7,3.5
2018,Vietnam,0.7,3.25
2018,Brazil,0.7,3.0
2010,Ecuador,0.77,2.75
2019,Ecuador,0.67,2.75
2016,Haiti,0.7,3.5
2023,Colombia,0.65,2.75
2017,India,0.65,3.5
2017,Vietnam,0.65,3.5
2017,Madagascar,0.72,3.25
2017,Papua New Guinea,0.72,3.0
2019,Tanzania,0.72,3.75
2020,Vietnam,0.7,3.5
2015,Brazil,0.7,3.5
2016,Brazil,0.75,3.75
2019,Puerto Rico,0.7,3.0
2012,Colombia,0.65,2.5
2010,Belize,0.67,2.75
2013,Belize,0.73,3.25
2013,Belize,0.72,3.0
2018,Cameroon,0.68,3.0
2018,Brazil,0.72,2.5
2019,Tanzania,0.72,3.75
2019,Dominican Republic,0.7,3.5
2019,Sierra Leone,0.72,3.0
2021,Dominican Republic,0.7,3.25
2021,Madagascar,0.7,2.75
2015,Peru,0.7,3.25
2015,Dominican Republic,0.7,3.0
2015,Indonesia,0.7,2.75
2011,Nicaragua,0.7,2.75
2011,Nicaragua,0.7,2.75
2018,Nicaragua,0.7,3.25
2016,Dominican Republic,0.72,3.5
2021,Philippines,0.76,3.5
2014,Papua New Guinea,0.7,3.25
2018,Mexico,0.7,3.25
2021,Ecuador,0.75,3.75
2021,Peru,0.72,3.5
2023,Tanzania,0.77,3.5
2024,Vietnam,0.7,2.5
2015,Ecuador,0.63,3.5
2015,Ecuador,0.85,3.5
2015,Ecuador,0.7,3.25
2020,Mexico,0.7,3.0
2015,Nicaragua,0.7,3.5
2015,Nicaragua,0.8,3.5
2018,Venezuela,0.7,3.5
2016,Vietnam,0.8,3.0
2016,Dominican Republic,0.71,2.75
2016,Tanzania,0.68,2.75
2016,Madagascar,0.68,2.75
2013,Costa Rica,0.7,3.0
2013,Costa Rica,0.58,2.5
2012,Grenada,0.71,2.5
2013,Blend,0.7,3.75
2013,Peru,0.78,3.75
2014,Nicaragua,0.7,3.25
2014,Venezuela,0.7,3.0
2014,Venezuela,0.75,2.75
2019,El Salvador,0.7,3.25
2019,Nicaragua,0.67,2.75
2024,Peru,0.7,4.0
2013,U.S.A.,0.85,3.5
2014,Ghana,0.7,3.5
2014,Dominican Republic,0.7,2.5
2014,Madagascar,0.735,2.5
2014,Peru,0.72,2.25
2018,Dominican Republic,0.7,3.25
2023,Nicaragua,0.7,3.25
2023,Cuba,0.65,3.0
2006,Venezuela,0.71,3.0
2006,Sao Tome,0.75,2.75
2006,Blend,0.73,2.0
2007,Blend,0.73,1.0
2008,Trinidad,0.67,3.75
2010,Papua New Guinea,0.7,2.5
2015,Madagascar,0.72,3.0
2015,Peru,0.72,3.0
2015,Dominican Republic,0.72,2.75
2015,Venezuela,0.72,2.25
2018,Brazil,0.72,3.0
2023,Tanzania,0.7,2.75
2022,Brazil,0.71,3.25
2022,Brazil,0.72,3.0
2013,Ecuador,0.75,3.5
2013,Peru,0.75,2.75
2019,Ecuador,0.72,3.75
2018,Peru,0.7,3.0
2018,Tanzania,0.72,3.0
2018,Dominican Republic,0.72,3.0
2018,Vietnam,0.72,2.75
2019,Colombia,0.72,3.25
2019,Fiji,0.74,2.75
2014,Peru,0.75,3.25
2014,Ghana,0.75,3.0
2014,Belize,0.75,3.0
2012,Venezuela,0.7,3.0
2012,Ecuador,0.7,3.0
2022,India,0.7,3.75
2022,Dominican Republic,0.7,3.5
2022,Tanzania,0.7,3.5
2022,Madagascar,0.7,3.25
2022,Mexico,0.67,3.0
2022,Peru,0.7,3.0
2023,Costa Rica,0.68,3.0
2023,Colombia,0.7,3.0
2024,Cameroon,0.78,2.5
2012,Ecuador,0.8,3.25
2012,Nicaragua,0.7,3.0
2012,Nicaragua,0.75,2.75
2015,Ghana,0.7,3.75
2015,Dominican Republic,0.7,3.75
2015,Madagascar,0.7,3.5
2015,Venezuela,0.7,3.0
2015,Ecuador,0.7,2.75
2020,Vietnam,0.7,3.25
2020,Nigeria,0.7,3.0
2016,Brazil,0.7,3.5
2010,Jamaica,0.7,2.5
2015,Peru,0.7,3.75
2019,Peru,0.7,3.75
2015,Peru,0.75,4.0
2015,Congo,0.7,3.75
2014,Papua New Guinea,0.74,3.5
2014,Papua New Guinea,0.88,3.25
2014,Papua New Guinea,0.7,3.0
2014,Papua New Guinea,0.66,2.75
2016,Samoa,0.7,3.5
2016,Samoa,1.0,2.75
2020,Bolivia,0.7,3.75
2020,Vietnam,0.7,3.75
2020,Uganda,0.7,3.25
2020,India,0.7,3.25
2020,Colombia,0.7,3.25
2020,Guatemala,0.7,3.0
2020,Tanzania,0.7,3.0
2021,Haiti,0.7,3.75
2021,Venezuela,0.7,3.5
2021,U.S.A.,0.7,3.25
2021,Peru,0.7,3.25
2021,Blend,1.0,3.0
2021,Venezuela,0.8,3.0
2015,Tanzania,0.7,3.0
2015,Trinidad,0.7,2.75
2011,Bolivia,0.7,3.5
2018,Brazil,0.78,3.75
2024,Benin,0.7,2.75
2009,Blend,0.75,3.0
2009,Blend,0.67,2.75
2010,Dominican Republic,0.72,3.0
2010,Ghana,0.72,3.0
2011,Blend,0.85,3.0
2011,Blend,0.76,2.75
2011,Blend,0.85,2.75
2011,Blend,0.76,2.0
2011,Ghana,0.8,2.75
2014,Madagascar,0.66,3.5
2014,Papua New Guinea,0.7,3.0
2016,Tanzania,0.7,3.75
2018,Nicaragua,0.73,3.0
2024,Jamaica,0.71,2.75
2020,Tanzania,0.7,3.5
2020,Madagascar,0.7,3.25
2020,Vietnam,0.7,3.25
2021,Madagascar,0.75,3.5
2021,Peru,0.7,3.25
2021,Peru,0.75,3.25
2021,Colombia,0.75,2.75
2013,Dominican Republic,0.72,3.0
2013,Ecuador,0.72,3.0
2013,Belize,0.74,2.75
2013,Dominican Republic,0.72,2.75
2013,Nicaragua,0.72,2.75
2018,Panama,0.71,3.0
2009,Bolivia,0.68,3.25
2009,Congo,0.7,3.0
2009,Peru,0.75,3.0
2011,Bolivia,0.66,3.75
2014,Blend,0.8,3.25
2014,Papua New Guinea,0.68,2.75
2006,U.S.A.,0.6,3.0
2009,U.S.A.,0.6,3.0
2012,Peru,0.65,3.0
2012,Peru,0.72,3.0
2008,Ecuador,0.7,3.5
2008,Ecuador,0.72,3.0
2008,Ecuador,0.65,3.0
2008,Ecuador,0.6,2.75
2008,Ecuador,1.0,2.0
2011,Ecuador,0.7,3.5
2012,Peru,0.7,4.0
2012,Ecuador,0.85,2.75
2014,Ecuador,0.7,4.0
2014,Ecuador,0.7,3.75
2014,Ecuador,0.7,3.5
2014,Ecuador,0.7,3.25
2016,Colombia,0.7,4.0
2018,Cuba,0.72,3.75
2018,Haiti,0.7,3.5
2018,Vietnam,0.72,3.25
2014,Madagascar,0.78,3.75
2014,Trinidad,0.7,3.75
2014,Blend,0.75,3.5
2014,Bolivia,0.72,2.75
2014,Ecuador,0.75,2.75
2015,Vietnam,0.72,3.75
2015,Tanzania,0.72,3.5
2015,Bolivia,0.7,3.25
2015,Trinidad,0.7,3.25
2016,Belize,0.72,3.0
2016,Guatemala,0.7,2.75
2017,Haiti,0.7,3.5
2017,Peru,0.72,2.75
2017,Dominican Republic,0.75,2.75
2019,Peru,0.7,3.5
2016,Fiji,0.76,3.0
2019,Peru,0.71,3.5
2019,Belize,0.75,3.25
2019,Madagascar,0.76,3.25
2019,Dominican Republic,0.76,3.25
2019,Philippines,0.76,3.0
2019,Bolivia,0.76,2.75
2024,Thailand,0.7,3.75
2024,Thailand,0.7,3.25
2024,Thailand,0.7,3.0
2014,Blend,0.65,3.5
2014,Dominican Republic,0.7,3.5
2014,Bolivia,0.7,3.0
2015,Guatemala,0.7,3.5
2016,Tanzania,0.7,3.25
2019,Colombia,0.75,3.0
2019,Guatemala,0.75,2.75
2019,Dominican Republic,0.75,2.75
2013,Peru,0.7,2.75
2013,Peru,0.55,2.5
2007,Madagascar,0.7,4.0
2009,Madagascar,0.75,4.0
2009,Madagascar,0.67,3.5
2009,Venezuela,0.7,3.5
2011,Blend,0.7,3.75
2013,Peru,0.67,4.0
2014,Madagascar,0.64,2.75
2014,Madagascar,0.73,2.25
2015,Dominican Republic,0.82,3.0
2018,Fiji,0.75,3.0
2019,Peru,0.7,3.25
2006,Mexico,0.72,4.0
2006,Venezuela,0.72,3.75
2006,Indonesia,0.72,3.0
2007,Blend,0.7,4.0
2007,Madagascar,0.72,4.0
2007,Ecuador,0.72,3.75
2007,Blend,0.85,3.5
2009,Brazil,0.72,3.0
2009,Mexico,0.72,3.0
2010,Cuba,0.78,3.75
2010,Trinidad,0.75,3.25
2010,Venezuela,0.75,3.0
2010,Peru,0.85,3.0
2015,Cameroon,0.7,3.25
2019,Madagascar,0.76,3.0
2019,Cameroon,0.7,3.0
2021,China,0.72,3.5
2024,Brazil,0.7,3.0
2020,Tanzania,0.7,3.5
2020,India,0.73,3.5
2020,Vietnam,0.7,3.0
2016,Honduras,0.8,2.5
2014,Ecuador,0.73,3.5
2014,Madagascar,0.73,3.25
2014,Ecuador,0.73,3.25
2014,Fiji,0.73,2.5
2015,Nicaragua,0.8,3.25
2015,Nicaragua,0.8,2.75
2015,Nicaragua,0.8,2.75
2015,Nicaragua,0.8,2.75
2015,Nicaragua,0.62,2.5
2024,Honduras,0.7,2.75
2020,Tanzania,0.7,3.25
2020,Bolivia,0.7,3.0
2020,Dominican Republic,0.7,3.0
2012,Peru,0.82,2.75
2012,Dominican Republic,0.76,2.5
2021,Guatemala,0.76,3.0
2021,Ghana,0.66,3.0
2021,Haiti,0.71,2.75
2010,Costa Rica,0.82,3.75
2011,Costa Rica,0.7,3.5
2011,Brazil,0.7,3.5
2011,Costa Rica,0.7,3.0
2011,Peru,0.7,2.75
2014,Venezuela,0.7,3.75
2016,Dominican Republic,0.7,3.75
2018,Colombia,0.7,4.0
2021,Uganda,0.75,3.75
2021,Peru,0.7,3.75
2006,Jamaica,0.75,3.75
2006,Ecuador,0.8,3.75
2006,Blend,0.75,3.5
2006,Vanuatu,0.75,3.0
2006,Cuba,0.75,3.0
2006,Blend,0.75,3.0
2006,Brazil,0.75,3.0
2007,Sao Tome,0.75,4.0
2008,Brazil,0.75,3.5
2008,Madagascar,1.0,3.0
2008,Dominican Republic,0.75,2.0
2009,Venezuela,0.75,2.0
2010,Venezuela,0.75,3.5
2011,Venezuela,0.75,3.25
2015,Peru,0.75,3.25
2019,Sao Tome & Principe,0.75,3.5
2019,Tanzania,0.75,3.5
2019,Ecuador,0.75,3.5
2019,Trinidad,0.75,3.25
2019,Ghana,0.75,3.25
2019,Papua New Guinea,0.75,3.0
2019,Indonesia,0.75,3.0
2019,Venezuela,0.75,3.0
2019,Madagascar,0.75,3.0
2019,Colombia,0.75,3.0
2018,Tanzania,0.75,3.25
2018,Peru,0.75,3.25
2019,Vietnam,0.7,2.75
2023,India,0.68,3.5
2023,Nicaragua,0.7,3.0
2014,Madagascar,0.72,3.25
2014,Ecuador,0.75,3.0
2014,Venezuela,0.75,2.75
2014,Ecuador,0.85,2.75
2015,Grenada,0.7,3.5
2015,Madagascar,0.74,3.5
2015,Honduras,0.8,2.75
2016,Ecuador,0.77,3.5
2017,Jamaica,0.75,3.75
2018,Solomon Islands,0.72,3.25
2022,Jamaica,0.76,3.25
2012,Venezuela,0.73,2.75
2017,Dominican Republic,0.65,3.75
2017,Vietnam,0.75,3.5
2017,Philippines,0.66,3.5
2017,Ecuador,0.73,3.25
2017,Papua New Guinea,0.75,3.25
2024,Peru,0.7,3.25
2012,Brazil,0.65,3.25
2012,Brazil,0.6,3.0
2013,Brazil,0.85,3.5
2013,Brazil,0.75,3.25
2013,Brazil,0.8,3.25
2013,Brazil,0.55,2.75
2018,Peru,0.7,3.0
2019,Peru,0.7,3.75
2020,Peru,0.7,4.0
2020,Peru,0.7,3.5
2021,Peru,0.7,3.75
2016,Mexico,0.74,3.0
2016,Mexico,0.7,2.75
2011,Dominican Republic,0.85,3.5
2012,Madagascar,0.75,3.25
2015,Congo,0.75,2.75
2016,Peru,0.7,3.0
2017,Haiti,0.7,3.5
2017,Haiti,0.7,3.25
2010,Guatemala,0.7,2.75
2010,Ecuador,0.75,3.0
2015,Peru,0.73,3.5
2015,Peru,0.8,3.25
2015,Peru,0.7,2.5
2021,Mexico,0.7,3.25
2016,Peru,0.75,3.25
2018,Tanzania,0.72,3.75
2018,Peru,0.72,3.75
2018,Ecuador,0.72,3.5
2019,Dominican Republic,0.72,3.5
2019,Nicaragua,0.72,3.5
2021,Ghana,0.72,3.5
2012,Peru,0.7,2.5
2024,Peru,0.76,3.25
2007,Ecuador,0.75,3.75
2007,Ecuador,0.67,3.5
2007,Ecuador,0.75,3.0
2009,Ecuador,0.75,2.5
2010,Ecuador,0.75,3.25
2011,Costa Rica,0.75,3.5
2012,Madagascar,0.75,4.0
2012,Trinidad,0.75,3.5
2012,Ecuador,0.75,3.25
2013,Belize,0.75,3.75
2013,Peru,0.75,3.0
2015,Ecuador,0.85,3.5
2015,Blend,0.7,3.5
2016,Ecuador,0.75,3.75
2017,Mexico,0.75,3.75
2019,Nicaragua,0.7,3.5
2019,Trinidad,0.8,3.5
2020,Madagascar,0.75,3.5
2023,Brazil,0.72,3.0
2018,Tanzania,0.72,3.0
2019,Fiji,0.7,2.5
2019,Peru,0.7,2.5
2016,Costa Rica,0.7,3.25
2016,Costa Rica,0.7,3.25
2016,Costa Rica,0.7,3.25
2013,Madagascar,0.75,3.25
2013,Madagascar,0.68,3.25
2012,Grenada,0.66,3.5
2008,Madagascar,0.7,3.0
2008,Trinidad,0.7,3.0
2008,Dominican Republic,0.7,2.75
2008,Jamaica,0.7,2.75
2009,Venezuela,0.7,3.5
2010,Peru,0.75,3.75
2011,Bolivia,0.75,3.0
2012,Ecuador,0.75,3.75
2013,Bolivia,0.75,4.0
2013,Jamaica,0.75,3.75
2013,Madagascar,0.7,3.5
2013,Dominican Republic,0.7,3.5
2014,Venezuela,0.8,3.75
2015,Venezuela,0.7,3.75
2015,Bolivia,0.75,3.25
2016,Honduras,0.75,3.75
2011,Venezuela,0.73,3.5
2011,Venezuela,0.7,3.5
2011,Principe,0.77,2.75
2011,Venezuela,0.71,2.5
2012,Venezuela,0.84,2.5
2012,Madagascar,0.72,2.5
2012,Venezuela,0.76,2.25
2017,Venezuela,0.73,3.75
2021,Peru,0.72,3.75
2017,Honduras,0.72,2.75
2018,Nicaragua,0.7,3.5
2018,Haiti,0.75,3.0
2021,Tanzania,0.72,3.5
2021,Indonesia,0.77,2.75
2023,Grenada,0.73,3.25
2010,Madagascar,0.64,3.5
2010,Blend,0.72,3.5
2010,Blend,0.72,3.5
2010,Dominican Republic,0.7,3.0
2010,Blend,1.0,1.5
2012,Blend,0.69,3.25
2012,Blend,0.83,2.75
2008,Brazil,0.7,3.5
2008,Ecuador,0.7,3.5
2008,Venezuela,0.7,3.5
2008,Ecuador,0.7,3.5
2024,Madagascar,0.7,3.5
2017,Ecuador,0.7,3.25
2006,Colombia,0.7,3.75
2006,Colombia,0.65,3.0
2006,Colombia,0.53,2.0
2009,Colombia,0.7,3.0
2009,Colombia,0.75,2.75
2011,Sao Tome,0.7,2.75
2006,Blend,0.7,3.5
2006,Blend,0.62,3.0
2006,Blend,0.82,2.0
2006,Blend,0.68,2.0
2006,Jamaica,0.7,2.0
2007,Venezuela,0.75,3.75
2007,Blend,0.72,3.0
2007,Blend,0.62,3.0
2007,Blend,0.75,3.0
2008,Blend,0.72,3.0
2009,Ghana,0.65,4.0
2009,Brazil,0.68,3.75
2009,Vietnam,0.72,3.75
2010,Madagascar,0.65,3.75
2010,Grenada,0.68,3.5
2011,Papua New Guinea,0.68,3.75
2012,Peru,0.78,4.0
2023,Dominican Republic,0.72,3.5
2023,Tanzania,0.72,3.5
2015,Dominican Republic,0.7,2.75
2015,Grenada,0.7,2.75
2018,Tanzania,0.7,3.25
2018,Dominican Republic,0.7,3.0
2018,Honduras,0.7,2.75
2019,Uganda,0.7,3.5
2019,Fiji,0.7,2.75
2021,Peru,0.7,3.5
2021,Vietnam,0.7,3.5
2021,India,0.7,3.5
2021,Trinidad,0.75,3.25
2024,Blend,0.69,3.5
2024,Peru,0.7,3.5
2024,Blend,0.8,3.5
2024,Vietnam,0.7,3.5
2024,Vietnam,0.7,3.25
2024,Indonesia,0.75,3.25
2024,Ghana,0.75,3.0
2019,Belize,0.7,3.5
2019,Guatemala,0.7,3.0
2019,Colombia,0.7,3.0
2023,Blend,0.685,3.0
2024,Blend,0.7,3.0
2014,Belize,0.72,3.25
2014,Ecuador,0.75,3.0
2015,Papua New Guinea,0.73,3.5
2015,Dominican Republic,0.74,3.5
2015,Jamaica,0.72,3.25
2015,Venezuela,0.77,2.75
2011,U.S.A.,0.73,2.5
2011,U.S.A.,0.73,2.0
2011,Peru,0.75,3.5
2016,Peru,0.7,3.25
2015,Costa Rica,0.7,3.5
2015,Costa Rica,0.82,3.25
2012,Peru,0.7,2.5
2022,Colombia,0.72,3.5
2011,Sao Tome,0.65,3.25
2011,Brazil,0.6,3.25
2011,Belize,0.67,3.0
2011,Colombia,0.68,3.0
2014,Madagascar,0.67,3.75
2014,Madagascar,0.73,3.75
2014,Ecuador,0.73,3.75
2015,Guatemala,0.73,3.25
2015,Haiti,0.73,3.25
2015,Madagascar,1.0,3.0
2015,Ecuador,1.0,3.0
2015,Guatemala,0.73,3.0
2016,Ecuador,0.73,3.75
2016,Bolivia,0.73,3.5
2016,Tanzania,0.73,3.5
2017,Peru,0.73,3.75
2021,India,0.73,3.25
2021,Mexico,0.73,3.0
2015,Nicaragua,0.72,3.0
2015,Ghana,0.7,2.75
2023,Mexico,0.7,3.75
2023,Mexico,0.7,3.25
2023,Mexico,0.7,3.0
2024,Peru,0.72,3.0
2022,Dominican Republic,0.7,3.5
2022,Honduras,0.7,3.0
2023,China,0.7,2.5
2015,Ecuador,0.72,4.0
2015,Tanzania,0.67,3.75
2015,Trinidad,0.7,3.75
2015,Venezuela,0.7,3.75
2015,Madagascar,0.7,3.5
2015,Papua New Guinea,0.65,3.5
2015,Madagascar,0.65,3.25
2015,Peru,0.67,3.0
2015,Bolivia,0.72,2.75
2016,Ecuador,0.7,4.0
2016,Venezuela,0.7,3.75
2016,Belize,0.7,3.75
2016,Australia,0.67,3.75
2016,Guatemala,0.7,3.25
2016,Vietnam,0.7,3.0
2017,Dominican Republic,0.7,3.5
2017,Haiti,0.7,3.5
2010,Ecuador,0.68,3.25
2010,Madagascar,0.68,3.0
2011,Ghana,0.67,1.5
2018,Sulawesi,0.66,3.25
2017,India,0.7,2.75
2015,Madagascar,0.72,3.0
2016,Ecuador,0.7,3.5
2016,Dominican Republic,0.85,2.75
2016,Peru,0.68,2.75
2019,Philippines,0.7,2.5
2016,Solomon Islands,0.7,3.25
2016,Solomon Islands,0.75,3.25
2013,Blend,0.7,3.5
2013,Bolivia,0.7,3.25
2013,Peru,0.7,3.25
2013,Madagascar,0.7,3.0
2013,Venezuela,0.7,3.0
2014,Uganda,0.7,3.0
2017,Tanzania,0.7,3.25
2018,India,0.7,3.25
2021,Vietnam,0.7,3.5
2009,Madagascar,0.7,3.75
2009,Venezuela,0.7,3.75
2009,Ghana,0.7,3.5
2009,Papua New Guinea,0.7,3.5
2009,Dominican Republic,0.7,3.0
2009,Dominican Republic,0.7,3.0
2010,Blend,0.7,3.75
2011,Blend,0.7,4.0
2011,Peru,0.64,4.0
2011,Dominican Republic,0.7,3.75
2011,Bolivia,0.7,3.5
2011,Venezuela,0.7,3.5
2011,Grenada,0.7,2.75
2012,Blend,0.7,4.0
2012,Blend,0.7,4.0
2012,U.S.A.,0.7,3.75
2012,Venezuela,0.7,3.75
2012,Guatemala,0.7,3.5
2012,Blend,0.7,3.5
2012,Papua New Guinea,0.85,3.5
2012,Haiti,0.7,3.25
2013,Blend,0.88,4.0
2013,Venezuela,0.7,4.0
2013,Blend,0.67,4.0
2013,Jamaica,0.7,4.0
2013,Dominican Republic,0.77,3.75
2013,Trinidad,0.7,3.75
2013,Venezuela,0.7,3.75
2013,Indonesia,0.7,3.25
2013,Blend,0.7,3.25
2013,Venezuela,0.7,3.25
2013,Peru,0.7,2.75
2014,Peru,0.7,3.75
2014,Vanuatu,0.7,3.75
2014,Nicaragua,0.7,3.5
2014,Ecuador,0.8,3.5
2014,Nicaragua,0.7,3.25
2014,Blend,0.7,3.25
2015,Venezuela,0.75,4.0
2015,Venezuela,0.7,3.5
2016,Vietnam,0.7,4.0
2016,Nicaragua,0.7,3.75
2016,Blend,0.75,3.75
2016,Dominican Republic,0.62,3.5
2016,Madagascar,0.7,3.5
2016,Brazil,0.7,3.5
2016,Ecuador,0.7,3.25
2017,Colombia,0.7,4.0
2017,Fiji,0.7,3.25
2018,Madagascar,0.7,4.0
2018,Venezuela,0.7,4.0
2018,Haiti,0.7,3.0
2021,Vietnam,0.7,4.0
2021,Madagascar,0.7,3.5
2021,Venezuela,0.7,3.5
2021,Blend,0.62,3.25
2022,Uganda,0.7,4.0
2024,Tanzania,0.7,4.0
2014,U.S.A.,0.7,3.5
2014,Nicaragua,0.7,3.25
2017,Madagascar,0.7,3.5
2017,Venezuela,0.75,3.5
2017,Tanzania,0.8,3.5
2017,Dominican Republic,0.7,3.25
2017,Ecuador,0.75,3.25
2017,Papua New Guinea,0.77,3.25
2012,Dominican Republic,0.75,3.25
2012,Dominican Republic,0.7,3.0
2012,Dominican Republic,0.8,3.0
2014,Vanuatu,0.72,2.75
2016,Ecuador,0.7,3.75
2016,Madagascar,0.7,3.75
2016,Dominican Republic,0.7,3.5
2017,Dominican Republic,0.7,3.75
2017,Ecuador,0.7,3.5
2017,Peru,0.7,2.75
2021,Madagascar,0.7,3.5
2021,Uganda,0.7,3.5
2021,Belize,0.7,3.25
2023,Tanzania,0.7,3.5
2013,Bolivia,0.7,3.0
2013,Dominican Republic,0.7,3.0
2013,Dominican Republic,0.84,2.25
2022,Belize,0.7,3.5
2022,India,0.7,3.5
2022,Madagascar,0.7,3.25
2015,Ecuador,0.7,3.0
2015,Dominican Republic,0.7,3.0
2015,Guatemala,0.7,3.0
2015,Nicaragua,0.7,3.0
2015,Madagascar,0.7,3.0
2011,India,0.72,3.25
2012,Brazil,0.68,2.75
2014,Ecuador,0.84,3.5
2014,Ecuador,0.7,3.5
2017,Bolivia,0.7,2.5
2012,Philippines,0.75,2.75
2012,Philippines,0.65,2.5
2012,Philippines,0.7,2.5
2013,Belize,0.78,3.25
2013,Madagascar,0.67,2.75
2016,Peru,0.71,3.0
2016,Peru,0.61,2.5
2016,Venezuela,0.6,3.0
2016,Venezuela,0.7,2.75
2015,Sri Lanka,0.7,2.75
2019,Tanzania,0.74,2.75
2022,Peru,0.72,3.25
2021,Trinidad,0.8,3.75
2021,Uganda,0.77,3.5
2021,Honduras,0.72,3.0
2021,Peru,0.72,3.0
2018,Venezuela,0.75,3.25
2018,Belize,0.7,3.0
2018,Brazil,0.7,3.0
2018,Tanzania,0.75,2.75
2018,Peru,0.7,2.5
2020,Peru,0.68,3.25
2020,Papua New Guinea,0.73,3.25
2020,Mexico,0.74,3.0
2011,Venezuela,0.7,3.0
2012,Peru,0.7,3.75
2012,Dominican Republic,0.7,3.25
2012,Madagascar,0.7,3.25
2013,Madagascar,0.7,3.5
2013,Madagascar,0.7,3.5
